SEQN,sex,age_year,race,education,marital_status,income_pov_rat
123606.0,F,31.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Never married,0.28
123607.0,F,55.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.32
123608.0,F,19.0,Non-Hispanic White,,,2.89
123609.0,F,60.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,0.56
123610.0,F,39.0,Non-Hispanic Black,Some college or AA degree,Never married,2.43
123611.0,F,7.0,Non-Hispanic White,,,5.397605346934028e-79
123614.0,M,27.0,Mexican American,College graduate or above,Never married,
123616.0,M,15.0,Non-Hispanic Black,,,1.04
123617.0,M,29.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,
123618.0,M,12.0,Non-Hispanic White,,,2.55
123619.0,M,61.0,Mexican American,Less than 9th grade,Married/Living with Partner,1.18
123620.0,F,11.0,Non-Hispanic White,,,5.0
123622.0,M,24.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,0.44
123624.0,M,72.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.7
123625.0,F,11.0,Mexican American,,,0.02
123626.0,F,80.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,1.98
123627.0,M,43.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.23
123628.0,F,40.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,1.79
123629.0,F,15.0,Non-Hispanic Black,,,0.92
123631.0,F,11.0,Non-Hispanic Black,,,0.51
123632.0,F,21.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,2.49
123633.0,M,15.0,Non-Hispanic Asian,,,1.32
123636.0,F,32.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123637.0,F,77.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,
123638.0,M,54.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
123639.0,M,65.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,4.05
123641.0,M,43.0,Mexican American,Less than 9th grade,Married/Living with Partner,1.78
123643.0,F,24.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.97
123644.0,F,60.0,Mexican American,9-11th grade,Widowed/Divorced/Separated,0.92
123646.0,F,62.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
123647.0,F,48.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,4.31
123649.0,F,80.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,
123650.0,M,14.0,Non-Hispanic Black,,,5.0
123651.0,M,43.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123652.0,F,58.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.82
123653.0,M,17.0,Non-Hispanic Asian,,,5.0
123654.0,F,53.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.55
123656.0,M,54.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,4.35
123657.0,F,19.0,Mexican American,,,0.45
123658.0,F,11.0,Mexican American,,,1.99
123659.0,M,13.0,Non-Hispanic Black,,,1.01
123660.0,F,53.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123661.0,M,14.0,Non-Hispanic Black,,,1.24
123662.0,F,65.0,Non-Hispanic Black,Some college or AA degree,Never married,5.0
123663.0,F,20.0,Non-Hispanic White,Some college or AA degree,Never married,0.16
123664.0,M,28.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,1.85
123665.0,M,17.0,Other Hispanic,,,0.32
123666.0,M,80.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123667.0,F,17.0,Non-Hispanic White,,,4.86
123668.0,M,59.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.7
123669.0,F,60.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.79
123670.0,M,3.0,Non-Hispanic White,,,0.72
123672.0,M,47.0,Mexican American,Some college or AA degree,Married/Living with Partner,1.92
123673.0,F,71.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.02
123674.0,M,59.0,Non-Hispanic Black,9-11th grade,Never married,1.77
123675.0,M,18.0,Non-Hispanic Black,,,0.51
123676.0,F,12.0,Mexican American,,,1.36
123677.0,M,51.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,0.28
123678.0,F,42.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.11
123679.0,M,10.0,Non-Hispanic Black,,,1.14
123680.0,F,30.0,Non-Hispanic White,College graduate or above,Never married,5.0
123681.0,F,18.0,Non-Hispanic Asian,,,0.79
123686.0,F,21.0,Mexican American,High school graduate/GED or equivalent,Never married,3.2
123687.0,M,33.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,
123689.0,F,58.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,5.0
123690.0,F,6.0,Non-Hispanic White,,,0.65
123694.0,F,24.0,Other Hispanic,Some college or AA degree,Never married,2.96
123695.0,F,21.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Never married,4.52
123696.0,F,2.0,Non-Hispanic Black,,,1.88
123697.0,M,12.0,Mexican American,,,0.52
123698.0,M,64.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,2.99
123699.0,M,2.0,Non-Hispanic White,,,2.96
123700.0,M,17.0,Non-Hispanic Black,,,5.397605346934028e-79
123702.0,F,14.0,Non-Hispanic Black,,,1.49
123703.0,M,34.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.66
123704.0,F,44.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,1.96
123705.0,F,60.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,2.4
123706.0,F,36.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,3.98
123709.0,F,51.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,
123710.0,M,14.0,Non-Hispanic White,,,1.12
123711.0,F,64.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.17
123712.0,F,21.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,2.4
123713.0,F,50.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,3.66
123714.0,M,9.0,Non-Hispanic Black,,,5.0
123715.0,M,12.0,Non-Hispanic White,,,1.63
123716.0,M,15.0,Non-Hispanic White,,,3.88
123717.0,M,5.0,Non-Hispanic Black,,,
123719.0,M,22.0,Mexican American,9-11th grade,Married/Living with Partner,0.17
123720.0,M,33.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.79
123721.0,M,9.0,Other Race - Including Multi-Racial,,,5.0
123722.0,M,43.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,1.22
123723.0,M,25.0,Non-Hispanic Asian,Some college or AA degree,Never married,3.75
123725.0,M,15.0,Non-Hispanic White,,,1.56
123728.0,F,58.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123729.0,F,78.0,Non-Hispanic Black,Less than 9th grade,Widowed/Divorced/Separated,1.68
123730.0,F,7.0,Mexican American,,,2.41
123731.0,F,6.0,Mexican American,,,1.52
123733.0,M,3.0,Non-Hispanic Black,,,3.88
123735.0,M,59.0,Non-Hispanic White,Some college or AA degree,Never married,1.83
123736.0,F,23.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,0.54
123737.0,F,5.0,Non-Hispanic White,,,5.0
123738.0,F,68.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.18
123740.0,F,54.0,Mexican American,High school graduate/GED or equivalent,Widowed/Divorced/Separated,3.55
123744.0,M,19.0,Mexican American,,,1.04
123745.0,M,42.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,0.71
123749.0,M,35.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.08
123751.0,M,16.0,Other Race - Including Multi-Racial,,,1.0
123752.0,M,3.0,Other Race - Including Multi-Racial,,,5.0
123753.0,F,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,1.89
123754.0,M,69.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,2.96
123758.0,M,46.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,2.81
123759.0,F,11.0,Non-Hispanic Black,,,0.62
123760.0,M,47.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123761.0,F,27.0,Non-Hispanic White,Some college or AA degree,Never married,3.04
123762.0,F,80.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.1
123763.0,M,18.0,Non-Hispanic Black,,,1.61
123764.0,F,3.0,Other Hispanic,,,0.41
123765.0,F,11.0,Non-Hispanic White,,,3.05
123766.0,F,35.0,Non-Hispanic Black,Some college or AA degree,Never married,0.92
123768.0,F,8.0,Mexican American,,,0.87
123769.0,F,41.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.64
123770.0,M,55.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123771.0,M,4.0,Non-Hispanic Asian,,,2.43
123772.0,M,8.0,Non-Hispanic White,,,0.55
123773.0,F,26.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.62
123774.0,M,24.0,Non-Hispanic White,College graduate or above,Never married,
123775.0,F,80.0,Mexican American,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.32
123778.0,F,7.0,Mexican American,,,1.46
123779.0,M,10.0,Non-Hispanic White,,,5.0
123780.0,M,67.0,Non-Hispanic Black,Less than 9th grade,Married/Living with Partner,1.17
123781.0,F,25.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,2.77
123782.0,F,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,2.55
123783.0,M,21.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
123784.0,F,80.0,Non-Hispanic Asian,Some college or AA degree,Widowed/Divorced/Separated,3.04
123785.0,M,71.0,Non-Hispanic White,Some college or AA degree,Never married,4.12
123787.0,M,56.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123788.0,F,63.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.8
123789.0,M,2.0,Non-Hispanic White,,,
123790.0,F,2.0,Non-Hispanic Black,,,2.39
123791.0,F,60.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123794.0,F,8.0,Mexican American,,,0.15
123795.0,F,71.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
123796.0,F,28.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,1.18
123798.0,F,73.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
123799.0,F,78.0,Non-Hispanic Black,Some college or AA degree,Never married,4.31
123800.0,F,45.0,Mexican American,Less than 9th grade,Married/Living with Partner,0.92
123801.0,M,58.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.43
123802.0,M,70.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,0.83
123803.0,F,45.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123804.0,F,64.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,2.63
123806.0,M,10.0,Other Hispanic,,,
123807.0,M,6.0,Other Race - Including Multi-Racial,,,1.62
123808.0,F,61.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,0.81
123811.0,M,62.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,
123812.0,M,37.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,0.73
123813.0,M,22.0,Non-Hispanic Black,Some college or AA degree,Never married,1.08
123815.0,F,73.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,4.27
123816.0,M,4.0,Non-Hispanic White,,,0.3
123817.0,M,9.0,Non-Hispanic White,,,5.0
123818.0,M,2.0,Non-Hispanic White,,,2.9
123819.0,F,80.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,1.95
123821.0,M,60.0,Mexican American,9-11th grade,Widowed/Divorced/Separated,0.05
123823.0,F,10.0,Non-Hispanic White,,,2.28
123824.0,F,13.0,Non-Hispanic White,,,0.71
123825.0,M,23.0,Other Hispanic,9-11th grade,Married/Living with Partner,0.52
123827.0,M,78.0,Other Race - Including Multi-Racial,9-11th grade,Widowed/Divorced/Separated,1.69
123828.0,M,4.0,Non-Hispanic Black,,,0.42
123830.0,M,46.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.93
123832.0,F,9.0,Non-Hispanic Black,,,2.31
123833.0,F,34.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.56
123834.0,F,57.0,Non-Hispanic White,Some college or AA degree,Never married,1.84
123836.0,F,19.0,Non-Hispanic White,,,
123838.0,M,47.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.85
123839.0,M,14.0,Non-Hispanic Black,,,1.92
123840.0,F,46.0,Non-Hispanic White,College graduate or above,Never married,4.81
123841.0,M,69.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,4.07
123842.0,M,71.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123843.0,M,48.0,Non-Hispanic Black,9-11th grade,Never married,
123844.0,M,52.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,0.33
123845.0,M,60.0,Other Hispanic,9-11th grade,Married/Living with Partner,0.46
123846.0,F,24.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.14
123847.0,F,29.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.89
123850.0,M,32.0,Mexican American,College graduate or above,Never married,5.0
123852.0,F,60.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
123854.0,M,52.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.63
123855.0,F,14.0,Non-Hispanic Black,,,0.87
123856.0,M,26.0,Non-Hispanic Asian,College graduate or above,Never married,4.93
123857.0,F,7.0,Non-Hispanic White,,,1.06
123858.0,M,24.0,Non-Hispanic Asian,College graduate or above,Never married,3.04
123859.0,M,60.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.43
123860.0,F,61.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
123861.0,M,42.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,4.06
123862.0,M,73.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.64
123864.0,F,9.0,Non-Hispanic Asian,,,4.08
123866.0,M,41.0,Non-Hispanic White,College graduate or above,Never married,2.8
123867.0,F,68.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,2.99
123868.0,F,60.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.18
123870.0,M,26.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.04
123871.0,F,55.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.01
123872.0,M,17.0,Non-Hispanic Black,,,
123873.0,F,47.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
123874.0,F,58.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.06
123876.0,M,34.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,1.89
123877.0,M,28.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
123878.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.51
123879.0,F,80.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
123880.0,F,17.0,Mexican American,,,0.73
123883.0,F,3.0,Non-Hispanic White,,,5.0
123884.0,M,64.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.6
123885.0,F,67.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,
123886.0,M,63.0,Other Hispanic,College graduate or above,Married/Living with Partner,
123887.0,M,12.0,Non-Hispanic Asian,,,0.79
123888.0,M,17.0,Mexican American,,,5.0
123889.0,M,4.0,Non-Hispanic Black,,,1.06
123890.0,M,60.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,5.0
123891.0,F,70.0,Other Hispanic,Less than 9th grade,Never married,
123892.0,M,19.0,Non-Hispanic Asian,,,4.08
123894.0,M,3.0,Other Hispanic,,,0.35
123895.0,F,4.0,Mexican American,,,2.41
123896.0,M,2.0,Other Hispanic,,,4.58
123897.0,F,13.0,Mexican American,,,2.85
123899.0,F,54.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.95
123900.0,M,73.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
123901.0,F,3.0,Non-Hispanic Black,,,0.35
123902.0,F,34.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,0.98
123903.0,F,75.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.93
123904.0,F,22.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.51
123906.0,M,15.0,Non-Hispanic Asian,,,4.72
123908.0,M,6.0,Non-Hispanic Asian,,,1.36
123909.0,M,3.0,Mexican American,,,0.59
123910.0,M,14.0,Mexican American,,,3.85
123912.0,M,72.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.52
123913.0,M,62.0,Other Hispanic,College graduate or above,Married/Living with Partner,1.88
123914.0,F,69.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,3.63
123917.0,M,15.0,Mexican American,,,2.52
123918.0,F,54.0,Other Hispanic,College graduate or above,Married/Living with Partner,5.0
123919.0,M,30.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.94
123920.0,M,29.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.54
123922.0,F,60.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,0.15
